sl_no,sl_no_flag,tahsil_name,tahsil_name_flag,junior_basic_villages,junior_basic_villages_flag,junior_basic_schools,junior_basic_schools_flag,senior_basic_villages,senior_basic_villages_flag,senior_basic_schools,senior_basic_schools_flag,higher_secondary_villages,higher_secondary_villages_flag,higher_secondary_schools,higher_secondary_schools_flag,college_villages,college_villages_flag,colleges,colleges_flag,other_edu_villages,other_edu_villages_flag,other_edu_institutions,other_edu_institutions_flag,hospital_villages,hospital_villages_flag,hospitals,hospitals_flag,dispensary_villages,dispensary_villages_flag,dispensaries,dispensaries_flag,mcw_villages,mcw_villages_flag,mcw_centres,mcw_centres_flag,health_centre_villages,health_centre_villages_flag,health_centres,health_centres_flag,family_planning_villages,family_planning_villages_flag,family_planning_centres,family_planning_centres_flag,other_med_villages,other_med_villages_flag,other_med_institutions,other_med_institutions_flag,power_available_villages,power_available_villages_flag,power_not_available_villages,power_not_available_villages_flag,tap_water_villages,tap_water_villages_flag,hand_pipe_villages,hand_pipe_villages_flag,well_villages,well_villages_flag,tank_villages,tank_villages_flag,river_villages,river_villages_flag,fountain_villages,fountain_villages_flag,canal_villages,canal_villages_flag,water_fall_villages,water_fall_villages_flag,lake_villages,lake_villages_flag,tube_well_villages,tube_well_villages_flag,other_water_villages,other_water_villages_flag,no_water_villages,no_water_villages_flag,pucca_road_villages,pucca_road_villages_flag,kachcha_road_villages,kachcha_road_villages_flag,pucca_kachcha_road_villages,pucca_kachcha_road_villages_flag,other_road_villages,other_road_villages_flag,post_office_villages,post_office_villages_flag,post_offices,post_offices_flag,telegraph_office_villages,telegraph_office_villages_flag,telegraph_offices,telegraph_offices_flag,post_telegraph_villages,post_telegraph_villages_flag,post_telegraph_offices,post_telegraph_offices_flag,telephone_villages,telephone_villages_flag,telephones,telephones_flag,row_type,reference_target,requires_review,row_index,pdf_id,district,state,year,format_id,table_id,source_pdf,source_pdf_sha256,source_page_start,source_page_end,anchor_printed_page,continuation_printed_page,metadata_workbook,metadata_workbook_sha256,extracted_at
4,,Meerut,,167,,188,,10,,11,,14,,14,,...,,...,,...,,...,,9,,9,,4,,4,,1,,1,,1,,1,,...,,...,,...,,...,,142,,87,,...,,41,,215,,...,,...,,...,,...,,...,,...,,...,,...,,...,,116,,70,,6,,20,,41,,41,,...,,...,,3,,3,,2,,2,,ORDINARY,,False,3,meerut_tehsil_1971,Meerut,Uttar Pradesh,1971,format_003,meerut_tehsil_001,meerut_tehsil_1971.pdf,d289bc43edfdbc443fd090cc05d367fd09b46ddbcf762e5c568eff2917bba93e,214,215,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:23:46.314353+00:00
5,,Mawana,,169,,205,,24,,26,,5,,5,,...,,...,,...,,...,,2,,2,,2,,2,,...,,...,,...,,...,,1,,1,,...,,...,,90,,216,,...,,252,,208,,...,,...,,...,,...,,...,,...,,...,,...,,...,,111,,92,,8,,...,,36,,36,,...,,...,,1,,1,,3,,3,,ORDINARY,,False,4,meerut_tehsil_1971,Meerut,Uttar Pradesh,1971,format_003,meerut_tehsil_001,meerut_tehsil_1971.pdf,d289bc43edfdbc443fd090cc05d367fd09b46ddbcf762e5c568eff2917bba93e,214,215,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:23:46.314353+00:00
6,,Hapur,,181,,200,,21,,23,,7,,7,,...,,...,,...,,...,,5,,5,,4,,4,,...,,...,,...,,...,,...,,...,,...,,...,,174,,158,,...,,292,,290,,...,,2,,...,,...,,...,,...,,...,,...,,...,,89,,166,,14,,18,,62,,62,,...,,...,,1,,1,,1,,1,,ORDINARY,,False,5,meerut_tehsil_1971,Meerut,Uttar Pradesh,1971,format_003,meerut_tehsil_001,meerut_tehsil_1971.pdf,d289bc43edfdbc443fd090cc05d367fd09b46ddbcf762e5c568eff2917bba93e,214,215,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:23:46.314353+00:00
,,District Total,,"1,081",,"1,307",,114,,120,,77,,80,,2,,2,,...,,...,,34,,34,,22,,20,,4,,4,,5,,3,,3,,3,,...,,...,,776,,883,,...,,"1,460",,"1,448",,...,,5,,...,,...,,...,,...,,4,,...,,...,,529,,543,,60,,106,,332,,332,,...,,...,,10,,10,,12,,12,,TOTAL,,False,6,meerut_tehsil_1971,Meerut,Uttar Pradesh,1971,format_003,meerut_tehsil_001,meerut_tehsil_1971.pdf,d289bc43edfdbc443fd090cc05d367fd09b46ddbcf762e5c568eff2917bba93e,214,215,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:23:46.314353+00:00
1,,Hasanpur,,233,,233,,17,,17,,5,,5,,...,,...,,...,,...,,9,,9,,...,,...,,3,,3,,...,,...,,...,,...,,...,,...,,141,,550,,...,,442,,525,,...,,...,,...,,...,,...,,...,,...,,...,,...,,91,,427,,19,,23,,24,,24,,...,,...,,3,,3,,...,,...,,ORDINARY,,False,0,moradabad_tehsil_1971,Moradabad,Uttar Pradesh,1971,format_003,moradabad_tehsil_001,moradabad_tehsil_1971.pdf,6ae54a33b2a25637d00fb99ac649519c6544a61e4788100298f8e3e25e123707,320,321,304,305,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:38:16.138756+00:00
2,,Sambhal,,246,,249,,17,,17,,6,,6,,...,,...,,...,,...,,11,,11,,...,,...,,...,,...,,2,,2,,...,,...,,...,,...,,196,,336,,...,,485,,497,,...,,...,,...,,...,,...,,...,,...,,...,,...,,91,,369,,45,,8,,38,,38,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,1,moradabad_tehsil_1971,Moradabad,Uttar Pradesh,1971,format_003,moradabad_tehsil_001,moradabad_tehsil_1971.pdf,6ae54a33b2a25637d00fb99ac649519c6544a61e4788100298f8e3e25e123707,320,321,304,305,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:38:16.138756+00:00
3,,Amroha,,240,,257,,19,,20,,2,,2,,...,,...,,...,,...,,3,,3,,1,,1,,...,,...,,3,,3,,1,,1,,...,,...,,259,,343,,...,,490,,506,,2,,...,,...,,...,,...,,...,,4,,...,,...,,73,,404,,32,,41,,31,,31,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,2,moradabad_tehsil_1971,Moradabad,Uttar Pradesh,1971,format_003,moradabad_tehsil_001,moradabad_tehsil_1971.pdf,6ae54a33b2a25637d00fb99ac649519c6544a61e4788100298f8e3e25e123707,320,321,304,305,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:38:16.138756+00:00
4,,Thakurdwara,,124,,134,,15,,15,,4,,4,,...,,...,,...,,...,,3,,3,,...,,...,,5,,5,,1,,1,,1,,1,,...,,...,,45,,294,,...,,238,,238,,...,,...,,...,,...,,...,,...,,...,,...,,...,,19,,194,,23,,...,,24,,24,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,3,moradabad_tehsil_1971,Moradabad,Uttar Pradesh,1971,format_003,moradabad_tehsil_001,moradabad_tehsil_1971.pdf,6ae54a33b2a25637d00fb99ac649519c6544a61e4788100298f8e3e25e123707,320,321,304,305,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:38:16.138756+00:00
5,,Moradabad,,158,,160,,11,,11,,3,,3,,...,,...,,1,,1,,2,,2,,7,,7,,3,,3,,...,,...,,3,,3,,...,,...,,41,,300,,...,,242,,278,,...,,...,,...,,...,,...,,...,,1,,...,,...,,184,,62,,14,,53,,24,,24,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,4,moradabad_tehsil_1971,Moradabad,Uttar Pradesh,1971,format_003,moradabad_tehsil_001,moradabad_tehsil_1971.pdf,6ae54a33b2a25637d00fb99ac649519c6544a61e4788100298f8e3e25e123707,320,321,304,305,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:38:16.138756+00:00
6,,Bilari,,175,,177,,8,,9,,3,,3,,...,,...,,...,,...,,7,,7,,4,,4,,2,,2,,...,,...,,3,,3,,...,,...,,275,,174,,...,,390,,390,,1,,...,,...,,...,,...,,...,,...,,...,,...,,184,,204,,2,,2,,29,,29,,...,,...,,...,,1,,...,,...,,ORDINARY,,False,5,moradabad_tehsil_1971,Moradabad,Uttar Pradesh,1971,format_003,moradabad_tehsil_001,moradabad_tehsil_1971.pdf,6ae54a33b2a25637d00fb99ac649519c6544a61e4788100298f8e3e25e123707,320,321,304,305,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:38:16.138756+00:00
,,District Total (Rural),,"1,176",,"1,210",,87,,89,,23,,23,,...,,...,,1,,1,,35,,35,,12,,12,,13,,13,,6,,6,,8,,8,,...,,...,,957,,"1,997",,...,,"2,287",,"2,434",,3,,...,,...,,...,,...,,...,,5,,...,,...,,642,,"1,660",,135,,127,,170,,170,,...,,...,,...,,4,,...,,...,,TOTAL,,False,6,moradabad_tehsil_1971,Moradabad,Uttar Pradesh,1971,format_003,moradabad_tehsil_001,moradabad_tehsil_1971.pdf,6ae54a33b2a25637d00fb99ac649519c6544a61e4788100298f8e3e25e123707,320,321,304,305,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:38:16.138756+00:00
1,,Kairana,,173,,227,,36,,39,,4,,5,,1,,1,,1,,1,,8,,8,,2,,2,,6,,6,,2,,2,,3,,3,,...,,...,,96,,178,,...,,240,,231,,1,,1,,...,,...,,...,,...,,...,,...,,...,,49,,142,,33,,6,,47,,47,,...,,...,,4,,4,,2,,2,,ORDINARY,,False,0,muzaffarnagar_tehsil_1971,Muzaffarnagar,Uttar Pradesh,1971,format_003,muzaffarnagar_tehsil_001,muzaffarnagar_tehsil_1971.pdf,d76481430ed7a9ac07f23acbe31d29716034ed4d504bc5bbc9e6e4b3cf5c1463,138,139,122,123,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:42:27.920584+00:00
2,,Muzaffarnagar,,187,,219,,20,,21,,14,,14,,...,,...,,...,,...,,5,,5,,7,,7,,5,,5,,...,,...,,1,,1,,...,,...,,107,,218,,...,,275,,223,,...,,...,,...,,2,,...,,...,,...,,...,,...,,75,,139,,44,,10,,58,,58,,1,,1,,1,,1,,3,,3,,ORDINARY,,False,1,muzaffarnagar_tehsil_1971,Muzaffarnagar,Uttar Pradesh,1971,format_003,muzaffarnagar_tehsil_001,muzaffarnagar_tehsil_1971.pdf,d76481430ed7a9ac07f23acbe31d29716034ed4d504bc5bbc9e6e4b3cf5c1463,138,139,122,123,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:42:27.920584+00:00
3,,Budhana,,130,,178,,25,,29,,8,,9,,...,,...,,...,,...,,8,,9,,6,,6,,5,,5,,3,,3,,1,,1,,...,,...,,108,,60,,...,,144,,142,,...,,...,,...,,...,,...,,...,,2,,...,,...,,51,,92,,13,,7,,49,,49,,...,,...,,2,,2,,5,,5,,ORDINARY,,False,2,muzaffarnagar_tehsil_1971,Muzaffarnagar,Uttar Pradesh,1971,format_003,muzaffarnagar_tehsil_001,muzaffarnagar_tehsil_1971.pdf,d76481430ed7a9ac07f23acbe31d29716034ed4d504bc5bbc9e6e4b3cf5c1463,138,139,122,123,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:42:27.920584+00:00
4,,Jansath,,178,,216,,23,,26,,12,,12,,...,,...,,...,,...,,5,,5,,5,,5,,2,,2,,...,,...,,1,,1,,...,,...,,145,,175,,...,,238,,230,,...,,...,,1,,...,,1,,...,,1,,...,,...,,94,,114,,28,,4,,46,,46,,...,,...,,3,,3,,5,,5,,ORDINARY,,False,3,muzaffarnagar_tehsil_1971,Muzaffarnagar,Uttar Pradesh,1971,format_003,muzaffarnagar_tehsil_001,muzaffarnagar_tehsil_1971.pdf,d76481430ed7a9ac07f23acbe31d29716034ed4d504bc5bbc9e6e4b3cf5c1463,138,139,122,123,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:42:27.920584+00:00
,,District Total (Rural),,668,,840,,104,,115,,38,,40,,1,,1,,1,,1,,26,,27,,20,,20,,18,,18,,5,,5,,6,,6,,...,,...,,456,,631,,...,,897,,926,,1,,1,,1,,2,,1,,...,,3,,...,,1,,269,,487,,118,,27,,200,,200,,1,,1,,10,,10,,15,,15,,TOTAL,,False,4,muzaffarnagar_tehsil_1971,Muzaffarnagar,Uttar Pradesh,1971,format_003,muzaffarnagar_tehsil_001,muzaffarnagar_tehsil_1971.pdf,d76481430ed7a9ac07f23acbe31d29716034ed4d504bc5bbc9e6e4b3cf5c1463,138,139,122,123,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:42:27.920584+00:00
1,,Nainital,,273,,288,,29,,28,,14,,15,,...,,...,,...,,...,,6,,6,,13,,13,,10,,10,,1,,1,,5,,5,,...,,...,,70,,558,,257,,...,,...,,1,,40,,367,,7,,...,,...,,...,,...,,-,,89,,463,,68,,425,,23,,6,,45,,...,,6,,6,,7,,7,,ORDINARY,,False,0,nainital_tehsil_1971,Nainital,Uttar Pradesh,1971,format_003,nainital_tehsil_001,nainital_tehsil_1971.pdf,1d7c4106c18b07b5902beb242dacf46cb8c6e6fba2313bdb542d680d8087cdf1,213,214,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:47:53.910273+00:00
2,,Haldwani,,63,,70,,10,,10,,3,,3,,-,,...,,...,,...,,5,,5,,4,,4,,3,,3,,...,,...,,1,,1,,...,,...,,7,,364,,...,,...,,...,,...,,198,,2,,189,,...,,...,,8,,...,,-,,88,,296,,70,,278,,15,,3,,18,,...,,2,,2,,2,,2,,ORDINARY,,False,1,nainital_tehsil_1971,Nainital,Uttar Pradesh,1971,format_003,nainital_tehsil_001,nainital_tehsil_1971.pdf,1d7c4106c18b07b5902beb242dacf46cb8c6e6fba2313bdb542d680d8087cdf1,213,214,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:47:53.910273+00:00
3,,Kashipur,,92,,102,,19,,19,,1,,1,,...,,...,,...,,...,,4,,4,,1,,1,,2,,2,,...,,...,,...,,...,,...,,...,,73,,234,,15,,233,,122,,1,,15,,...,,96,,...,,...,,15,,...,,...,,108,,219,,46,,154,,41,,35,,14,,...,,2,,2,,5,,5,,ORDINARY,,False,2,nainital_tehsil_1971,Nainital,Uttar Pradesh,1971,format_003,nainital_tehsil_001,nainital_tehsil_1971.pdf,1d7c4106c18b07b5902beb242dacf46cb8c6e6fba2313bdb542d680d8087cdf1,213,214,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:47:53.910273+00:00
4,,Kichha,,107,,119,,15,,16,,6,,6,,1,,1,,...,,...,,10,,10,,4,,4,,9,,9,,3,,3,,5,,5,,...,,...,,118,,171,,...,,223,,77,,...,,11,,...,,...,,...,,...,,74,,...,,...,,153,,195,,67,,91,,37,,76,,14,,...,,7,,7,,12,,12,,ORDINARY,,False,3,nainital_tehsil_1971,Nainital,Uttar Pradesh,1971,format_003,nainital_tehsil_001,nainital_tehsil_1971.pdf,1d7c4106c18b07b5902beb242dacf46cb8c6e6fba2313bdb542d680d8087cdf1,213,214,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:47:53.910273+00:00
5,,Khatima,,70,,70,,6,,8,,1,,1,,...,,...,,...,,...,,7,,7,,...,,...,,2,,2,,...,,...,,2,,2,,...,,...,,35,,209,,...,,219,,114,,...,,14,,...,,1,,...,,...,,...,,...,,...,,75,,195,,34,,154,,25,,19,,11,,...,,3,,3,,1,,1,,ORDINARY,,False,4,nainital_tehsil_1971,Nainital,Uttar Pradesh,1971,format_003,nainital_tehsil_001,nainital_tehsil_1971.pdf,1d7c4106c18b07b5902beb242dacf46cb8c6e6fba2313bdb542d680d8087cdf1,213,214,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:47:53.910273+00:00
,,District Total,,605,,469,,79,,81,,25,,26,,1,,1,,...,,...,,32,,32,,22,,22,,26,,26,,4,,4,,13,,13,,...,,-,,253,,"1,535",,272,,675,,313,,2,,278,,369,,293,,...,,...,,97,,...,,-,,513,,"1,368",,285,,"1,102",,141,,139,,102,,...,,20,,20,,27,,27,,TOTAL,,False,5,nainital_tehsil_1971,Nainital,Uttar Pradesh,1971,format_003,nainital_tehsil_001,nainital_tehsil_1971.pdf,1d7c4106c18b07b5902beb242dacf46cb8c6e6fba2313bdb542d680d8087cdf1,213,214,194,195,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:47:53.910273+00:00
1,,Kunda,,249,,253,,22,,22,,10,,10,,1,,1,,1,,1,,4,,4,,6,,6,,2,,2,,...,,...,,2,,2,,...,,...,,62,,642,,...,,...,,645,,...,,64,,...,,1,,...,,...,,...,,...,,...,,277,,260,,27,,52,,73,,73,,...,,...,,4,,4,,1,,1,,ORDINARY,,False,0,parthpgad_tehsil_1971,Pratapgarh,Uttar Pradesh,1971,format_003,parthpgad_tehsil_001,parthpgad_tehsil_1971.pdf,f0c2367b1d09602a1584b140b56726e00b0f78f40bf814e5fc62d3c050da2938,237,238,218,219,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:54:50.537461+00:00
2,,Pratapgarh,,219,,220,,32,,32,,13,,13,,1,,1,,...,,...,,14,,14,,2,,2,,6,,6,,1,,1,,5,,5,,...,,...,,51,,653,,...,,...,,690,,...,,190,,...,,...,,...,,...,,...,,...,,...,,560,,137,,10,,53,,89,,89,,...,,...,,4,,4,,1,,1,,ORDINARY,,False,1,parthpgad_tehsil_1971,Pratapgarh,Uttar Pradesh,1971,format_003,parthpgad_tehsil_001,parthpgad_tehsil_1971.pdf,f0c2367b1d09602a1584b140b56726e00b0f78f40bf814e5fc62d3c050da2938,237,238,218,219,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:54:50.537461+00:00
3,,Patti,,212,,217,,28,,29,,12,,12,,...,,...,,4,,4,,17,,17,,4,,5,,1,,1,,1,,1,,2,,2,,...,,...,,11,,815,,...,,...,,815,,...,,48,,...,,1,,...,,...,,1,,...,,...,,205,,319,,8,,141,,68,,68,,...,,...,,3,,3,,...,,...,,ORDINARY,,False,2,parthpgad_tehsil_1971,Pratapgarh,Uttar Pradesh,1971,format_003,parthpgad_tehsil_001,parthpgad_tehsil_1971.pdf,f0c2367b1d09602a1584b140b56726e00b0f78f40bf814e5fc62d3c050da2938,237,238,218,219,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:54:50.537461+00:00
,,Distt. Total (Rural),,680,,690,,82,,83,,35,,35,,2,,2,,5,,5,,35,,35,,12,,13,,9,,9,,2,,2,,9,,9,,...,,...,,124,,"2,110",,...,,...,,"2,150",,...,,302,,...,,2,,...,,...,,1,,...,,...,,"1,042",,716,,45,,246,,230,,230,,...,,...,,11,,11,,2,,2,,TOTAL,,False,3,parthpgad_tehsil_1971,Pratapgarh,Uttar Pradesh,1971,format_003,parthpgad_tehsil_001,parthpgad_tehsil_1971.pdf,f0c2367b1d09602a1584b140b56726e00b0f78f40bf814e5fc62d3c050da2938,237,238,218,219,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:54:50.537461+00:00
1,,Pilibhit,,150,,166,,19,,19,,5,,5,,...,,...,,...,,...,,3,,3,,8,,8,,10,,11,,2,,3,,8,,8,,...,,...,,94,,379,,...,,404,,336,,4,,3,,...,,...,,...,,...,,49,,...,,56,,66,,135,,6,,154,,21,,21,,...,,...,,8,,8,,3,,3,,ORDINARY,,False,0,peelibhit_tehsil_1971,Peelibhit,Uttar Pradesh,1971,format_003,peelibhit_tehsil_001,peelibhit_tehsil_1971.pdf,98990500e21ed0ecd1e92c443273ead3fcea4ead6b349501907cbbefdbb4c2c9,155,156,136,137,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:02:09.529500+00:00
2,,Bisalpur,,182,,191,,13,,13,,6,,6,,...,,...,,1,,1,,3,,3,,10,,10,,...,,...,,...,,...,,...,,...,,...,,...,,47,,424,,...,,406,,413,,10,,2,,...,,...,,...,,...,,1,,...,,52,,76,,91,,8,,48,,24,,24,,...,,...,,1,,1,,2,,2,,ORDINARY,,False,1,peelibhit_tehsil_1971,Peelibhit,Uttar Pradesh,1971,format_003,peelibhit_tehsil_001,peelibhit_tehsil_1971.pdf,98990500e21ed0ecd1e92c443273ead3fcea4ead6b349501907cbbefdbb4c2c9,155,156,136,137,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:02:09.529500+00:00
3,,Puranpur,,91,,93,,13,,13,,2,,2,,...,,...,,...,,...,,4,,4,,4,,4,,2,,2,,1,,1,,2,,2,,...,,...,,53,,341,,...,,312,,190,,47,,4,,...,,...,,...,,...,,47,,...,,85,,44,,160,,25,,49,,16,,16,,...,,...,,...,,...,,3,,3,,ORDINARY,,False,2,peelibhit_tehsil_1971,Peelibhit,Uttar Pradesh,1971,format_003,peelibhit_tehsil_001,peelibhit_tehsil_1971.pdf,98990500e21ed0ecd1e92c443273ead3fcea4ead6b349501907cbbefdbb4c2c9,155,156,136,137,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:02:09.529500+00:00
,,Distt. Total,,423,,450,,45,,45,,13,,13,,...,,...,,1,,1,,10,,10,,22,,22,,12,,13,,3,,4,,10,,10,,...,,...,,194,,"1,144",,...,,"1,122",,939,,61,,9,,...,,...,,...,,...,,97,,...,,193,,186,,389,,39,,251,,61,,61,,...,,...,,9,,9,,8,,8,,TOTAL,,False,3,peelibhit_tehsil_1971,Peelibhit,Uttar Pradesh,1971,format_003,peelibhit_tehsil_001,peelibhit_tehsil_1971.pdf,98990500e21ed0ecd1e92c443273ead3fcea4ead6b349501907cbbefdbb4c2c9,155,156,136,137,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:02:09.529500+00:00
1,,Munsiari,,85,,86,,5,,5,,3,,3,,...,,...,,1,,1,,6,,6,,1,,1,,5,,5,,1,,1,,2,,2,,1,,1,,...,,223,,...,,...,,...,,...,,21,,45,,...,,152,,...,,...,,...,,...,,11,,205,,...,,...,,25,,25,,...,,...,,...,,...,,...,,...,,ORDINARY,,False,0,pithoragarh_tehsil_1971,Pithoragarh,Uttar Pradesh,1971,format_003,pithoragarh_tehsil_001,pithoragarh_tehsil_1971.pdf,85936947fb79f06ec362b1cde516773ff4b8b90fd43bfb3377cb5e6f33e135b7,182,183,166,167,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:03:21.729491+00:00
2,,Dharchula,,60,,77,,8,,8,,1,,1,,...,,...,,4,,4,,5,,5,,3,,3,,5,,5,,1,,1,,2,,3,,...,,...,,...,,...,,1,,...,,9,,...,,25,,41,,...,,20,,...,,...,,...,,...,,11,,69,,...,,...,,37,,37,,1,,1,,...,,...,,...,,...,,ORDINARY,,False,1,pithoragarh_tehsil_1971,Pithoragarh,Uttar Pradesh,1971,format_003,pithoragarh_tehsil_001,pithoragarh_tehsil_1971.pdf,85936947fb79f06ec362b1cde516773ff4b8b90fd43bfb3377cb5e6f33e135b7,182,183,166,167,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T22:03:21.729491+00:00
